Time,H,LE,ws,TKE,VWC,rad
7/27/17 10:30:00,102.164,91.8988,4.30618,1.91698,0.093,404.1764
7/27/17 11:00:00,110.229,96.8107,3.81618,2.43681,0.093,450.3703
7/27/17 11:30:00,179.996,105.707,1.74823,4.57905,0.094,487.0952
7/27/17 12:00:00,219.634,121.789,1.59032,4.66101,0.094,529.2034
7/27/17 12:30:00,183.375,97.6556,0.920517,4.72063,0.095,544.5193
7/27/17 13:00:00,247.756,134.483,1.51614,4.51879,0.095,562.7765
7/27/17 13:30:00,229.546,123.826,0.726082,4.9566,0.096,580.8801
7/27/17 14:00:00,217.586,79.6388,4.24087,5.1562,0.096,344.6723
7/27/17 14:30:00,154.272,68.0708,4.04803,5.09361,0.097,182.7977
7/27/17 15:00:00,197.846,84.0211,3.81773,5.1133,0.097,314.4095
7/27/17 15:30:00,164.507,59.7647,5.94365,5.04236,0.097,438.7554
7/27/17 16:00:00,178.349,69.4959,1.39422,7.24115,0.097,300.7714
7/27/17 16:30:00,84.6514,50.2452,1.46258,4.78196,0.097,106.4807
7/27/17 17:00:00,94.5813,59.6932,1.79066,4.27394,0.097,268.2606
7/27/17 17:30:00,97.8307,70.6477,2.89968,4.17631,0.097,260.278
7/27/17 18:00:00,47.263,41.2654,1.63703,3.17807,0.097,85.32674
7/27/17 18:30:00,52.2113,44.5803,2.21282,4.59407,0.097,160.6724
7/27/17 19:00:00,23.3328,46.2623,3.10211,7.43275,0.096,100.4154
7/27/17 19:30:00,9.02991,22.7194,1.9547,3.46893,0.096,155.9594
7/27/17 20:00:00,-12.7055,29.0038,2.49541,3.56012,0.096,-20.58629
7/27/17 20:30:00,-21.8269,11.4723,1.66298,2.32504,0.096,-36.64149
7/27/17 21:00:00,-30.19,31.6758,2.47538,4.54759,0.095,-37.18262
7/27/17 21:30:00,-23.9867,23.4567,1.78569,6.80272,0.095,-37.36059
7/27/17 22:00:00,-19.7573,4.86794,5.40732,4.29422,0.095,-46.90454
7/27/17 22:30:00,-16.9941,-3.30067,5.07343,4.97139,0.094,-74.27783
7/27/17 23:00:00,-22.4072,-0.671515,4.04866,1.27542,0.094,-64.558
7/27/17 23:30:00,-23.6089,3.63103,5.34489,2.50091,0.093,-36.97403
