Time,ws,rad,VWC_2_Avg,T_2_Avg,LE,H,TKE,Precp
18/07/201608:00:00,4.068855,11.25,0.35,4.612,44.87333942,27.33957133,0.7905187114,0.2
18/07/201608:30:00,3.299428,64.13,0.35,4.612,93.27480081,51.40199396,0.6470718985,0
18/07/201609:00:00,4.352213,137.7,0.349,5.661,134.6350223,71.91622389,0.6814908176,0.4
18/07/201609:30:00,4.931121,200.8,0.349,5.661,175.759711,99.93394628,0.7678749597,0.6
18/07/201610:00:00,4.746504,271.2,0.348,7.374,196.3965661,146.1098298,0.6830377855,0.1
18/07/201610:30:00,4.704926,341.4,0.348,7.374,179.5991332,229.4582096,0.8460583547,0.9
18/07/201611:00:00,4.767267,420.6,0.347,12.59,225.6466121,235.4942724,0.7666188937,0
18/07/201611:30:00,4.018196,498.3,0.347,12.59,287.9333872,257.5299078,0.7672483585,0
18/07/201612:00:00,3.029675,598.3,0.346,18.36,296.2658379,329.1434665,0.757094742,0
18/07/201612:30:00,3.190473,688.6,0.346,18.36,276.7616812,351.6416016,0.8160036834,0.2
18/07/201613:00:00,2.641356,696.5,0.345,21.3,310.1190296,287.7669127,0.922230597,0
18/07/201613:30:00,3.004299,669.7,0.345,21.3,289.7721894,329.6498434,0.9494662833,0
18/07/201614:00:00,3.45538,690.7,0.344,25.64,333.3353862,381.856654,1.105200596,0
18/07/201614:30:00,3.907976,792.1,0.344,25.64,326.8021741,268.7200009,1.124098538,0
18/07/201615:00:00,2.831883,671.8,0.343,28.86,275.2451974,177.2286202,1.061062052,0
18/07/201615:30:00,2.690713,518.3,0.343,28.86,244.7169006,164.7204695,0.8245070246,0
18/07/201616:00:00,2.186255,470.2,0.342,23.89,229.46983,123.3237669,0.8148245738,0
18/07/201616:30:00,2.895742,408.6,0.342,23.89,188.8550803,75.26293676,0.7614469095,0
18/07/201617:00:00,2.795552,313.2,0.341,23.88,170.5359507,312.6840404,1.116317708,0
18/07/201617:30:00,3.628513,527.8,0.341,23.88,192.1372082,139.6592634,0.9834680688,0
18/07/201618:00:00,3.350474,367.9,0.34,24.57,130.4754497,27.7584342,1.138820126,0
18/07/201618:30:00,2.528233,190.7,0.34,24.57,84.34226289,-1.501343016,0.8252013878,0
18/07/201619:00:00,5.540126,112.8,0.339,19.98,0,0,1.359769947,0
18/07/201619:30:00,3.148139,29.4,0.339,19.98,26.32550185,11.08023267,1.397111822,0
18/07/201620:00:00,2.517799,57.35,0.338,15.98,67.57779091,-1.326638341,1.101417099,0
18/07/201620:30:00,1.369187,83.8,0.338,15.98,-10.73954562,-7.69829426,0.7861036699,0
18/07/201621:00:00,1.966201,-2.891,0.338,14.01,-24.40992336,-8.961064872,0.9078692105,0
18/07/201621:30:00,3.908164,-19.92,0.338,14.01,-56.58573143,-28.95402873,1.562677767,0
18/07/201622:00:00,6.46612,-74.56,0.337,12.74,-65.65962145,-47.46616296,1.529747014,1.6
18/07/201622:30:00,2.461008,-105,0.337,12.74,-51.58285352,-42.07394255,1.05077824,0.4
18/07/201623:00:00,1.570973,-88,0.337,10.86,-86.83516932,-60.54639746,0.4511283018,0
18/07/201623:30:00,3.872921,-144.1,0.337,10.86,-85.82961973,-60.64541647,1.287755033,0
19/07/201600:00:00,5.894458,-146.1,0.338,9.18,-48.33087387,-46.18659004,0.9790197319,0
19/07/201600:30:00,5.860761,-95.8,0.338,9.18,-46.15448701,-26.92812902,1.136985021,0
