Time,ws,rad,VWC,T_2_Avg,LE,H,TKE,Precp
7/14/17 22:00,3.695452,-93.8,0.184,,-31.53109814,-69.11510725,1.617216467,0
7/14/17 22:30,2.682467,-99.3,0.184,,-32.67874048,-71.84887322,0.4617570225,0
7/14/17 23:00,3.401513,-99.9,0.184,,-22.78882683,-80.98266951,0.8228465772,0
7/14/17 23:30,2.901978,-101.8,0.184,,-30.96548818,-73.67798371,0.6195821443,0
7/15/17 0:00,4.859226,-91.6,0.184,,-28.5499299,-64.93502896,0.2584029345,0
7/15/17 0:30,3.583309,-89,0.184,,-27.10402632,-62.96996186,0.5132725345,0
7/15/17 1:00,5.335964,-95.3,0.184,,-30.07140085,-65.46969854,0.2064056242,0
7/15/17 1:30,5.349815,-100.5,0.184,,-30.57484459,-69.59638352,1.430067642,0
7/15/17 2:00,3.808278,-96.3,0.184,,-28.88186381,-66.60716552,1.34242511,0
7/15/17 2:30,4.076866,-98.9,0.184,,-29.7608187,-67.75833935,0.6868330957,0
7/15/17 3:00,4.462282,-99.5,0.184,,-29.75184199,-67.91083771,0.4478065347,0
7/15/17 3:30,4.056305,-100.4,0.184,,-30.07058296,-68.09838525,0.4168894725,0
7/15/17 4:00,4.061647,-94,0.184,,-27.86905352,-63.63744036,1.130482791,0
7/15/17 4:30,4.10824,-104.1,0.184,,-19.54680061,-81.64410892,1.633200629,0
7/15/17 5:00,2.509029,-105,0.184,,-25.18052255,-76.42918404,0.3228352232,0
7/15/17 5:30,2.583779,-107.5,0.184,,-25.41801851,-78.18861229,0.1726648136,0
7/15/17 6:00,2.762357,-102.8,0.184,,-24.10788771,-74.40503159,0.1785335633,0
7/15/17 6:30,1.604043,-93.1,0.184,,-31.23059738,-57.4292119,0.3852868774,0
7/15/17 7:00,1.929466,-49.49,0.184,,-8.781427065,-36.57460227,0.3577625112,0
7/15/17 7:30,3.633251,4.727,0.184,,1.93052404,4.808779142,0.357052557,0
7/15/17 8:00,5.383295,-14.68,0.184,,-4.062785535,-11.57962034,1.375329319,0
7/15/17 8:30,4.411575,23.49,0.184,,24.37463407,-0.6877783243,0.3765205719,0
7/15/17 9:00,3.876758,149.4,0.183,,122.7940706,26.01658707,1.081173935,0
7/15/17 9:30,4.927789,257,0.183,,128.3506229,126.073733,0.6941158351,0
7/15/17 10:00,5.390609,155,0.183,,97.38728144,52.16721318,0.2216143364,0
7/15/17 10:30,7.369731,204.7,0.183,,128.6556695,67.87607242,2.223055455,0
7/15/17 11:00,0,166.1,0.183,,112.5308465,43.22269327,0,0
7/15/17 11:30,5.475099,171.1,0.183,,140.1880076,19.73781533,3.805300582,0
7/15/17 12:00,6.759377,411.9,0.182,,201.2535287,193.6409088,0,0
7/15/17 12:30,8.420467,258.7,0.182,,106.8066074,131.3522349,1.810079984,0
7/15/17 13:00,8.225168,340.2,0.181,,172.0626498,146.3438604,3.585006468,0
7/15/17 13:30,7.897826,332.3,0.181,,173.038225,135.5675646,3.320918097,0
7/15/17 14:00,5.994505,415.3,0.181,,198.807262,190.1117378,3.069352757,0
7/15/17 14:30,5.181478,618.1,0.181,,264.4735511,320.0036055,0.1237143205,0
7/15/17 15:00,4.261442,369.9,0.18,,179.2464655,157.6253627,0,0
7/15/17 15:30,3.149033,509.3,0.18,,249.0692055,225.4213762,2.993517328,0
7/15/17 16:00,3.315835,587.9,0.179,,262.1754124,288.8219328,6.029805941,0
7/15/17 16:30,3.446352,515.2,0.179,,253.8325142,223.7596847,3.565637363,0
7/15/17 17:00,5.172975,374.2,0.179,,183.8066116,155.3407742,7.846978773,0
7/15/17 17:30,4.604341,525.2,0.179,,283.879284,213.1762813,5.107627268,0
7/15/17 18:00,3.163086,422.6,0.178,,142.3520118,256.2498944,5.127648177,0
7/15/17 18:30,2.379303,350.4,0.178,,178.7406877,149.9376335,2.357637061,0
7/15/17 19:00,5.332766,312.1,0.178,,102.936623,189.569784,9.93791044,0
7/15/17 19:30,3.396278,230,0.178,,125.3115047,87.21771847,1.327758982,0
7/15/17 20:00,3.679278,121.7,0.177,,88.67841324,17.32623789,4.641327846,0
7/15/17 20:30,4.681171,46.88,0.177,,27.35810507,5.309237584,3.772787966,0
7/15/17 21:00,3.690803,21.4,0.177,,7.688841702,1.023555098,1.871596711,0
7/15/17 21:30,4.825509,-39.62,0.177,,-6.530669662,-44.29424202,2.683835253,0
7/15/17 22:00,2.645124,-57.79,0.177,,-16.67515605,-50.79470149,0,0
7/15/17 22:30,5.448498,-77.46,0.177,,-17.20787559,-68.15275212,1.862205398,0
7/15/17 23:00,0,-68.64,0.177,,-28.5270117,-46.5732871,0,0
7/15/17 23:30,5.614681,-71.19,0.177,,-14.66067945,-62.07882312,5.461205723,0
7/16/17 0:00,6.191735,-61.39,0.177,,-16.10201507,-50.14923388,0.1325427154,0
7/16/17 0:30,4.06846,-59.55,0.177,,-12.07330947,-51.70109464,1.810000315,0
7/16/17 1:00,1.625777,-60.7,0.177,,-15.50442393,-48.91050431,0,0
7/16/17 1:30,4.852873,-70.14,0.177,,-26.0567639,-47.20377582,7.191230796,0
7/16/17 2:00,6.343505,-77.68,0.177,,-13.21424535,-66.77962423,4.653893641,0
7/16/17 2:30,4.720611,-82.3,0.177,,-22.64153933,-61.31425725,1.486122359,0
7/16/17 3:00,4.855167,-82.2,0.177,,-19.97933227,-63.30330396,11.15447646,0
7/16/17 3:30,6.689149,-86.8,0.177,,-20.91938638,-66.28394868,8.298236853,0
7/16/17 4:00,4.634435,-78.91,0.177,,-18.71108522,-60.1352303,3.224880968,0
7/16/17 4:30,2.70992,-76.99,0.177,,-18.08512868,-58.50153626,2.562875236,0
7/16/17 5:00,5.784903,-69.46,0.177,,-15.98995071,-52.77106614,4.130422494,0
7/16/17 5:30,6.651086,-78.17,0.177,,-15.57979239,-61.67941138,11.0893682,0
7/16/17 6:00,5.317908,-72.33,0.177,,-18.42586925,-52.78152145,3.429124226,0
7/16/17 6:30,6.410232,-60.19,0.177,,-11.53106935,-47.40923351,5.381701601,0
7/16/17 7:00,4.799373,-0.725,0.177,,0,0,3.244143355,0
7/16/17 7:30,4.929875,43.93,0.177,,22.00120974,20.23428566,3.857602543,0
7/16/17 8:00,3.790898,48.31,0.176,,26.8850415,17.32489579,3.135193965,0
7/16/17 8:30,4.536735,63.03,0.176,,35.13764443,24.36292015,2.905546874,0
7/16/17 9:00,5.763507,160.4,0.176,,109.0185163,47.70410783,2.863262321,0
7/16/17 9:30,4.7849,199.1,0.176,,144.7017698,49.72754017,3.847080717,0
7/16/17 10:00,3.452905,163.1,0.176,,125.9563179,31.66099196,2.600255958,0
7/16/17 10:30,5.170238,384.6,0.176,,186.1161029,189.1211493,4.859640648,0
7/16/17 11:00,4.66658,382.7,0.175,,160.5339937,201.8659798,5.514272042,0
7/16/17 11:30,5.366096,559.7,0.175,,142.6043777,389.3011703,13.7873236,0
7/16/17 12:00,4.647205,628.9,0.174,,216.8336902,377.3179241,10.61980471,0
7/16/17 12:30,7.738178,631.7,0.174,,231.2729826,363.1861315,26.44459667,0
7/16/17 13:00,6.368647,587.3,0.174,,192.9291198,355.2141566,8.181831031,0
7/16/17 13:30,6.523463,556.7,0.174,,147.1048725,369.249941,10.33574629,0
7/16/17 14:00,7.103061,253.5,0.173,,121.9126559,97.84033711,13.87693538,0
7/16/17 14:30,4.332426,109.4,0.173,,67.05128458,16.75827287,10.66346176,0
7/16/17 15:00,3.430882,241.8,0.172,,156.8064213,63.81856546,6.423513861,0
7/16/17 15:30,4.039449,124.6,0.172,,55.395169,48.93879394,10.04011485,0
7/16/17 16:00,3.373966,301.9,0.172,,114.425244,167.5185972,7.438832694,0
7/16/17 16:30,3.086456,290.8,0.172,,115.8525079,154.4748695,7.469921035,0
7/16/17 17:00,5.344811,452.4,0.171,,201.6461013,231.5489728,7.319074403,0
7/16/17 17:30,2.896584,190.8,0.171,,95.94611939,77.93133882,5.228151116,0
7/16/17 18:00,4.067981,389.1,0.171,,148.0509926,227.2724545,7.10074292,0
7/16/17 18:30,2.595554,311.2,0.171,,154.6555259,144.659627,3.952089719,0
7/16/17 19:00,2.947643,212,0.171,,115.0971653,86.56399091,3.645403581,0
7/16/17 19:30,3.677297,18.18,0.171,,4.739545447,4.742697048,9.735939206,0
7/16/17 20:00,5.237571,9.94,0.17,,3.650650963,-0.07527262565,16.87768821,0
7/16/17 20:30,4.784463,-31.62,0.17,,-7.912389813,-27.96433464,11.35651488,0
7/16/17 21:00,2.156173,-33.53,0.17,,-10.84805335,-25.28100437,3.07442791,0
7/16/17 21:30,2.813937,-47.55,0.17,,-24.97359749,-24.02941903,4.253916059,0
7/16/17 22:00,3.399538,-70.48,0.17,,-5.781489972,-57.65051003,7.115346541,0
7/16/17 22:30,1.944098,-69.4,0.17,,-22.41574762,-45.73588607,2.498981451,0
7/16/17 23:00,3.047523,-51.05,0.17,,-8.228456574,-40.65225116,5.331812346,0
7/16/17 23:30,2.80101,-65.41,0.17,,-25.85282294,-36.93765432,3.251321264,0
7/17/17 0:00,2.134603,-85.6,0.17,,-14.19757653,-67.71871962,3.247591821,0
7/17/17 0:30,3.441041,-89.4,0.17,,-11.47118851,-72.91488124,4.580402998,0
7/17/17 1:00,4.431066,-88,0.169,,-7.313916345,-74.62242895,7.76036031,0
7/17/17 1:30,2.514278,-94.8,0.169,,-25.78114104,-62.26104849,2.53772373,0
7/17/17 2:00,4.885859,-88.8,0.169,,-13.74059733,-67.50535471,4.696486796,0
7/17/17 2:30,6.400495,-96.1,0.169,,-7.787500263,-80.20721045,6.759235749,0
7/17/17 3:00,5.604389,-86.4,0.169,,-13.17641764,-64.89371326,5.173885032,0
7/17/17 3:30,4.956573,-94.8,0.169,,-14.60323825,-71.74847785,5.242793617,0
7/17/17 4:00,3.583152,-91.2,0.169,,-23.57910968,-58.78951992,2.205000048,0
7/17/17 4:30,3.744657,-71.01,0.169,,-11.02472904,-50.86060782,3.150500183,0
7/17/17 5:00,4.707238,-66.18,0.169,,-6.299116664,-50.87842551,3.570830114,0
7/17/17 5:30,4.170742,-61.26,0.169,,-7.205114562,-45.13797133,3.677701643,0
7/17/17 6:00,3.535522,-56.42,0.169,,-6.478739733,-41.17099253,2.719955089,0
7/17/17 6:30,2.787363,-41.56,0.169,,-11.57969553,-21.44630033,2.188129231,0
7/17/17 7:00,2.495901,-21.96,0.169,,-2.561263167,-11.35355393,2.490294972,0
7/17/17 7:30,2.104402,-4.591,0.169,,1.996471744,0.6348620693,1.632049324,0
7/17/17 8:00,2.003149,4.609,0.169,,6.089012807,4.757809154,1.655018591,0
7/17/17 8:30,1.829049,1.928,0.169,,4.195935765,3.311562315,1.110030508,0
7/17/17 9:00,1.206884,25.95,0.169,,13.56507793,17.2532678,0.7564118448,0
7/17/17 9:30,1.579296,56.25,0.169,,32.72166504,27.40919488,0.9228830958,0
7/17/17 10:00,2.043257,169.2,0.169,,104.2365625,67.15785039,1.372015919,0
7/17/17 10:30,3.099158,260.7,0.169,,131.8976586,127.0549385,2.285111494,0
7/17/17 11:00,1.993642,271.5,0.168,,81.64119106,181.0629124,2.791448955,0
7/17/17 11:30,2.695974,330,0.168,,114.6341441,202.3034441,3.528619815,0
7/17/17 12:00,4.438175,353.7,0.168,,151.7045649,185.6168692,4.304294497,0
7/17/17 12:30,1.98549,446.1,0.168,,139.0649086,287.9469849,3.039377247,0
7/17/17 13:00,2.680211,560.8,0.167,,162.4367305,373.0903117,3.193174662,0
7/17/17 13:30,2.795954,610.4,0.167,,192.4277292,387.4877715,4.905262026,0
7/17/17 14:00,3.632541,595.3,0.166,,195.0347399,366.6072307,6.893282935,0
7/17/17 14:30,3.430301,569.1,0.166,,206.0589036,328.4420037,7.877631848,0
7/17/17 15:00,1.974991,452.8,0.166,,177.9364076,243.9056609,2.055573574,0
7/17/17 15:30,2.302548,454.5,0.166,,141.0880252,282.493989,3.376680771,0
7/17/17 16:00,2.135233,446.9,0.165,,145.6173638,270.638534,2.229341141,0
7/17/17 16:30,2.378463,440.5,0.165,,163.4640052,247.643889,3.581583104,0
7/17/17 17:00,3.724697,418.2,0.165,,165.235247,225.9772752,6.0372398,0
7/17/17 17:30,1.681032,342.8,0.165,,149.5196332,171.9566823,1.635731188,0
7/17/17 18:00,1.567792,198.2,0.164,,99.42014413,81.61727605,1.485376158,0
7/17/17 18:30,1.670098,223.5,0.164,,105.4120396,103.7924014,1.603182475,0
7/17/17 19:00,1.979075,132.8,0.164,,88.08036277,33.01428325,2.491179099,0
7/17/17 19:30,1.805856,103.4,0.164,,68.10383263,25.72624959,2.147132568,0
7/17/17 20:00,1.057562,34.53,0.164,,19.38989692,7.685848939,0.649065703,0
7/17/17 20:30,1.088863,-8.16,0.164,,-1.374461023,-12.16367459,0.8431736552,0
7/17/17 21:00,1.95731,-55.16,0.164,,-14.62205569,-43.85973396,1.49182017,0
7/17/17 21:30,1.533454,-83.3,0.164,,-16.97753701,-67.70654201,1.194486628,0
7/17/17 22:00,1.355718,-93.2,0.164,,-15.48542662,-77.25980456,1.125855203,0
7/17/17 22:30,1.723913,-97.7,0.164,,-27.31187077,-68.21314792,1.899392519,0
7/17/17 23:00,1.605565,-97,0.164,,-26.7054676,-66.83433486,1.830471763,0
7/17/17 23:30,0.795051,-97.1,0.164,,-10.3002431,-82.41024916,0.3912707406,0
7/18/17 0:00,0.9320638,-95.4,0.164,,-16.39909775,-73.6425392,0.3756359068,0
7/18/17 0:30,1.103594,-97.1,0.164,,-26.04137134,-64.92913587,0.5845828767,0
7/18/17 1:00,0.8139116,-96.8,0.164,,-16.29993842,-73.7576195,0.3431801099,0
7/18/17 1:30,0.9490149,-97.8,0.164,,-16.34095667,-74.20251476,0.5843441102,0
7/18/17 2:00,2.03448,-107.4,0.164,,-18.1547662,-81.45484618,0.8094624628,0
7/18/17 2:30,2.556651,-96.5,0.164,,-14.37163092,-73.75666828,1.532523782,0
7/18/17 3:00,2.082958,-103.2,0.163,,-18.25348126,-76.02815462,0.7375658722,0
7/18/17 3:30,3.652864,-95.3,0.163,,-9.828909244,-75.94133945,1.910965495,0
7/18/17 4:00,3.783495,-93.2,0.164,,-14.7500344,-68.59532299,2.29459066,0
7/18/17 4:30,3.368996,-94.9,0.164,,-21.0553643,-63.90694835,2.393009861,0
7/18/17 5:00,1.934895,-99.3,0.163,,-15.82823014,-73.24644599,1.229873297,0
7/18/17 5:30,1.513693,-99.3,0.163,,-15.59331938,-73.18824916,0.7407283083,0
7/18/17 6:00,1.359523,-99.6,0.163,,-9.312279479,-79.50175461,1.024348888,0
7/18/17 6:30,0.9841499,-93,0.163,,-14.25792991,-67.84397578,0.4149561796,0
7/18/17 7:00,1.106642,-66.11,0.163,,-9.385366697,-46.03112415,0.6341506612,0
7/18/17 7:30,1.147153,-24.92,0.163,,-0.9811138463,-14.90763146,0.3584003697,0
7/18/17 8:00,1.733946,37.51,0.163,,9.182611382,34.80526309,0.7236458878,0
7/18/17 8:30,3.604336,105.7,0.163,,69.69120068,42.26044981,1.665007597,0
7/18/17 9:00,2.994455,182.8,0.163,,77.98699444,110.187199,1.188390237,0
7/18/17 9:30,3.442983,253.3,0.163,,95.66634596,162.3211123,1.409257171,0
7/18/17 10:00,4.199238,321.4,0.163,,142.1399764,182.154122,1.737454144,0
7/18/17 10:30,3.68546,391.5,0.163,,152.1153196,235.7390976,1.269682443,0
7/18/17 11:00,2.996637,452.5,0.162,,189.0745071,244.1794333,1.467472679,0
7/18/17 11:30,2.869318,519.4,0.162,,192.7145005,299.3389178,1.864371739,0
7/18/17 12:00,2.455388,582.7,0.161,,211.5415785,338.0910386,2.530035439,0
7/18/17 12:30,2.720747,595.1,0.161,,230.2576694,329.6196456,2.703620808,0
7/18/17 13:00,2.85142,613.7,0.16,,228.4163323,346.6548318,4.003071432,0
7/18/17 13:30,2.813034,638.6,0.16,,203.7622871,392.2687357,4.307434638,0
7/18/17 14:00,2.94823,657.4,0.16,,239.3145652,372.3939292,5.726385183,0
7/18/17 14:30,3.981912,643.7,0.16,,253.6183591,343.8122496,2.431861757,0
7/18/17 15:00,2.938085,649.7,0.159,,241.0235599,366.7548314,5.980827169,0
7/18/17 15:30,2.781693,627.7,0.159,,224.7645644,357.7273562,4.911058479,0
7/18/17 16:00,2.842657,585.2,0.159,,223.0128025,316.6925074,2.527730424,0
7/18/17 16:30,2.568644,552.5,0.159,,207.36591,301.817642,1.480412311,0
7/18/17 17:00,2.737834,491.1,0.158,,149.6166921,302.9450929,2.438410346,0
7/18/17 17:30,2.65765,441.9,0.158,,195.3812165,217.824156,1.408100276,0
7/18/17 18:00,2.231013,392.5,0.158,,187.4518569,183.2136219,1.238138197,0
7/18/17 18:30,2.896899,318.4,0.158,,146.270746,154.0383365,1.661213889,0
7/18/17 19:00,0.9810905,240.3,0.158,,127.4842588,97.72730793,0.03017304688,0
7/18/17 19:30,1.842009,170.4,0.158,,92.33201776,65.60197188,1.632857682,0
7/18/17 20:00,0.5087227,94.4,0.158,,64.4093485,19.63398131,0.1010103159,0
7/18/17 20:30,1.116553,26.03,0.158,,11.87308137,5.92859167,0.1687610182,0
7/18/17 21:00,3.318705,-59.44,0.157,,-14.01513635,-51.65964346,2.72675179,0
7/18/17 21:30,2.71488,-91,0.157,,-17.4757004,-77.80715747,0.5978498067,0
7/18/17 22:00,3.714221,-100.2,0.157,,-20.63218252,-82.06930969,0.7837116044,0
7/18/17 22:30,4.169247,-101.8,0.157,,-18.11227707,-84.73001135,1.214870689,0
7/18/17 23:00,4.352939,-96.3,0.158,,-25.97364014,-70.2503476,1.117433449,0
7/18/17 23:30,4.215341,-93.4,0.158,,-17.7222234,-74.59460192,0.7441583303,0
7/19/17 0:00,3.194123,-105.1,0.158,,-19.95626251,-83.11040958,0.6823470701,0
7/19/17 0:30,2.84882,-110.4,0.158,,-8.909040984,-98.6024932,1.189693767,0
7/19/17 1:00,1.710942,-101.1,0.157,,-19.35282877,-78.20339061,1.20751316,0
7/19/17 1:30,1.238209,-92,0.157,,-26.03303114,-61.93047008,0.4979829684,0
7/19/17 2:00,1.347685,-92.6,0.157,,-17.07278852,-71.05484663,0.345431301,0
7/19/17 2:30,1.900925,-92.2,0.157,,-16.34747247,-70.88744451,0.454566786,0
7/19/17 3:00,1.468156,-93.7,0.157,,-16.96813501,-71.31196521,0.5321300705,0
7/19/17 3:30,1.066027,-96.4,0.157,,-12.20866738,-78.44927097,0.4754750223,0
7/19/17 4:00,1.479842,-92.7,0.157,,-11.67813571,-75.12819705,1.458669987,0
7/19/17 4:30,1.119023,-87.8,0.157,,-15.84440252,-65.91032465,0.7744762255,0
7/19/17 5:00,1.346529,-89.2,0.157,,-10.76092311,-72.16639567,0.7717733452,0
7/19/17 5:30,2.203311,-97.8,0.157,,-10.65876805,-80.68283389,1.237764941,0
7/19/17 6:00,2.223335,-94.3,0.157,,-11.26365306,-76.47561511,0.8588191636,0
7/19/17 6:30,2.294608,-88.1,0.157,,-10.59914512,-70.98939487,0.9389352335,0
7/19/17 7:00,2.266444,-71.88,0.157,,-8.287762015,-57.52213768,0.701209337,0
7/19/17 7:30,1.686841,-34.78,0.157,,-6.026427201,-23.7001954,0.8010005894,0
7/19/17 8:00,1.953252,3.902,0.157,,4.18081915,2.896077647,0.9041520246,0
7/19/17 8:30,2.311665,62.82,0.157,,41.26674779,23.59425729,0.554936357,0
7/19/17 9:00,1.89,124.7,0.157,,58.13693236,67.05442071,0.4729076964,0
7/19/17 9:30,2.072741,221.4,0.157,,94.1986792,126.3886984,1.085652707,0
7/19/17 10:00,2.880174,311.9,0.157,,171.0959052,138.2976362,1.551601894,0
7/19/17 10:30,3.218716,382.3,0.157,,158.9267651,214.5158246,1.254068801,0
7/19/17 11:00,3.143724,430.6,0.156,,193.0454207,214.9168351,0.8747150872,0
7/19/17 11:30,3.564934,305.9,0.156,,136.9733761,142.6158682,6.768746715,0
7/19/17 12:00,2.880709,436.3,0.155,,139.3983703,271.6531095,5.195641948,0
7/19/17 12:30,1.785461,535,0.155,,162.4738865,342.6378283,1.251948103,0
7/19/17 13:00,1.892448,491,0.155,,176.1089307,282.9717223,1.445736791,0
7/19/17 13:30,4.277703,712.6,0.155,,274.1610691,401.3394447,5.216328078,0
7/19/17 14:00,5.023625,678.4,0.154,,217.4511092,418.7747134,14.55711755,0
7/19/17 14:30,3.95311,754.8,0.154,,274.7330936,435.2141238,3.441390405,0
7/19/17 15:00,4.081659,584.2,0.154,,183.5283168,359.1625388,5.770784685,0
7/19/17 15:30,3.580891,508.2,0.154,,182.1678309,284.2089814,2.636427634,0
7/19/17 16:00,3.05444,566.6,0.153,,192.8648648,333.1474884,4.138116524,0
7/19/17 16:30,3.464909,257.1,0.153,,147.4489366,72.20390872,3.19817024,0
7/19/17 17:00,1.896197,208.5,0.153,,112.7200233,65.23657998,1.356148469,0
7/19/17 17:30,4.283271,426.9,0.153,,185.9331334,215.4774132,2.591745254,0
7/19/17 18:00,4.155359,300.1,0.152,,140.2219733,137.7868383,2.876561478,0
7/19/17 18:30,2.888106,113.7,0.152,,59.67174771,34.85821275,4.477065311,0
7/19/17 19:00,3.898751,139.7,0.152,,73.20319517,50.12011391,2.819535946,0
7/19/17 19:30,2.926188,162.9,0.152,,103.3791622,45.04289364,2.903573834,0
7/19/17 20:00,3.016368,126.9,0.152,,84.21665804,29.57468635,1.337337686,0
7/19/17 20:30,2.64327,60.65,0.152,,30.77212358,17.97419472,0.9696656125,0
7/19/17 21:00,1.978534,-26.2,0.152,,-7.393560092,-29.06697536,0.6796469535,0
7/19/17 21:30,2.221566,-64.87,0.152,,-10.12726587,-62.77589356,0.8513305743,0
7/19/17 22:00,2.362259,-85.8,0.152,,-12.71697496,-78.94357999,0.4547128887,0
7/19/17 22:30,2.075453,-69.82,0.152,,-10.13446047,-64.1220344,0.2118482445,0
7/19/17 23:00,1.963387,-66.68,0.152,,-8.652488699,-61.53288996,0.3917474709,0
7/19/17 23:30,2.709971,-77.66,0.152,,-11.05067085,-69.49396367,0.3443670731,0
7/20/17 0:00,2.950512,-93.3,0.152,,-13.31303397,-81.63011228,0.4542620152,0
7/20/17 0:30,2.865578,-95.9,0.152,,-13.22860849,-83.01827794,0.9169025573,0
7/20/17 1:00,2.778579,-92.4,0.152,,-12.54560161,-79.32494015,0.5762544588,0
7/20/17 1:30,2.589869,-89.4,0.152,,-11.97290725,-76.13083293,0.4989632728,0
7/20/17 2:00,2.214329,-93.5,0.152,,-12.45858663,-79.19743814,0.4467397515,0
7/20/17 2:30,2.28384,-90.7,0.152,,-11.9234578,-76.4396231,0.3027199733,0
7/20/17 3:00,2.607934,-90.5,0.152,,-11.78147159,-75.92517979,0.3867917276,0
7/20/17 3:30,2.132412,-91.7,0.152,,-11.68815766,-76.76206421,0.3256645146,0
7/20/17 4:00,2.055781,-92.9,0.152,,-11.94773245,-77.26431708,0.275605311,0
7/20/17 4:30,1.732484,-91.9,0.152,,-11.79785294,-76.15859607,0.2343229079,0
7/20/17 5:00,1.790637,-91.5,0.152,,-18.36571171,-68.89862241,0.1777836924,0
7/20/17 5:30,2.262418,-89.5,0.152,,-15.72656178,-69.26391463,0.3370443216,0
7/20/17 6:00,4.155158,-74.5,0.151,,-12.5033704,-57.28209793,0.7277640963,0
7/20/17 6:30,4.138674,-55.15,0.151,,-5.752496117,-44.82859481,1.11742543,0
7/20/17 7:00,3.94034,-20.93,0.151,,-6.21482164,-10.92217916,1.134311934,0
7/20/17 7:30,4.386636,0.651,0.151,,3.109065236,-0.2802666501,1.907617407,0
7/20/17 8:00,4.687541,21.64,0.151,,10.82559561,11.26811243,1.814759768,0
7/20/17 8:30,4.724236,34.62,0.151,,17.80338488,16.03623729,1.944218557,0
7/20/17 9:00,5.695245,55.99,0.151,,32.20453879,22.0069257,4.031033448,0
7/20/17 9:30,6.637765,86.3,0.151,,59.26807779,24.38226726,3.241877829,0
7/20/17 10:00,5.985166,116.2,0.151,,76.03286168,36.56649811,3.508057767,0
7/20/17 10:30,6.233363,237.3,0.151,,121.4209434,108.9491812,4.667392987,0
7/20/17 11:00,7.243295,419.2,0.151,,140.8409397,259.0712087,5.795253161,0
7/20/17 11:30,6.259336,505.2,0.151,,174.3071137,303.7342885,3.428639971,0
7/20/17 12:00,5.64256,371.5,0.15,,139.5187643,201.1708496,2.863862193,0
7/20/17 12:30,5.712276,244.2,0.15,,109.9656785,109.070101,14.70519878,0
7/20/17 13:00,4.24714,374.7,0.15,,152.569168,197.0432696,6.500877885,0
7/20/17 13:30,4.035594,435.3,0.15,,175.7816749,231.3015613,5.990074089,0
7/20/17 14:00,7.885756,213.1,0.149,,96.16893685,86.74262487,10.60662912,0
7/20/17 14:30,5.840515,373.4,0.149,,136.2312437,211.5916958,11.47953223,0
7/20/17 15:00,4.152784,475.9,0.149,,156.3138501,292.2574808,5.058127572,0
7/20/17 15:30,4.923103,378.4,0.149,,170.5796951,178.1680734,5.112761663,0
7/20/17 16:00,8.006593,290.2,0.149,,151.5329579,109.8016404,7.057862063,0
7/20/17 16:30,5.654109,510.9,0.149,,168.8703419,314.8747986,6.681537784,0
7/20/17 17:00,4.154874,321.2,0.148,,142.3540528,150.0350303,3.940732301,0
7/20/17 17:30,3.718116,184.5,0.148,,91.09858648,70.68306413,3.951619381,0
7/20/17 18:00,5.103449,298.6,0.148,,135.3717479,144.3881412,8.379973867,0
7/20/17 18:30,4.473067,181.9,0.148,,111.9236689,53.89849203,6.559958499,0
7/20/17 19:00,4.69003,10.51,0.148,,0,0,4.008429326,0
7/20/17 19:30,5.266328,-139.4,0.148,,-20.76880552,-129.6271615,6.205707113,0
7/20/17 20:00,4.445046,-211.7,0.147,,-121.8106471,-99.06787257,8.255194279,0.22
7/20/17 20:30,3.171752,-50.53,0.147,,-10.38455643,-47.82362833,4.225014454,0
7/20/17 21:00,4.955035,-77.66,0.147,,-14.61480885,-68.51700098,6.879964313,0
7/20/17 21:30,4.833988,-181.5,0.147,,-71.86725969,-113.2158932,4.494600996,0.48
7/20/17 22:00,5.867115,-216.7,0.148,,-22.6651002,-195.8941213,5.680757804,0.25
7/20/17 22:30,2.688615,-135,0.148,,-16.43545559,-119.1842849,4.000936345,0.2
7/20/17 23:00,1.200531,-125.5,0.148,,-13.82889791,-110.8540231,0.8921213963,0
7/20/17 23:30,2.394816,-159.5,0.148,,-37.97227596,-119.2541128,2.37543553,0
7/21/17 0:00,3.018478,-121.9,0.148,,-30.62330089,-88.29258441,2.086136906,0
7/21/17 0:30,4.190837,-70.88,0.148,,-11.20473487,-56.42471162,3.386236847,0
7/21/17 1:00,3.086325,-70.95,0.148,,-11.13291877,-56.7441536,3.096312504,1.63
7/21/17 1:30,2.097558,-58.96,0.148,,-8.785575083,-46.53309448,2.6376171,0.23
7/21/17 2:00,3.313642,-149.1,0.16,,-49.76029261,-94.51383306,3.123883531,0
7/21/17 2:30,6.359797,-161.5,0.16,,-19.48796697,-135.4731575,6.969747115,0
7/21/17 3:00,6.144336,-113.3,0.165,,-17.58255924,-88.05585488,4.790385502,0
7/21/17 3:30,5.273328,-80.5,0.165,,-11.82561555,-60.56805285,4.839717435,0
7/21/17 4:00,5.449771,-81.5,0.163,,-11.9645001,-61.16695438,4.826851602,0
7/21/17 4:30,6.323666,-72,0.163,,-10.23823994,-53.04762185,6.254523162,0
7/21/17 5:00,6.175408,-58.1,0.162,,-7.879899731,-41.53104638,6.545430144,0
7/21/17 5:30,5.882592,-56.45,0.162,,-7.604852814,-40.45622693,6.35239976,0
7/21/17 6:00,4.104556,-61.91,0.161,,-8.50489571,-45.01460434,4.784122416,0
7/21/17 6:30,4.374059,-59.22,0.161,,-8.003830456,-42.71113613,5.050576912,0
7/21/17 7:00,5.811609,-45.19,0.16,,-6.074890828,-30.54578971,6.369513366,0
